timestamp,meter_id,voltage,current,power,kwh,energy_kwh_cum,power_factor,pattern
2026-01-01 00:00,MTR-001,231.2,223.400,49.600,12.4000,12.4000,0.960,normal
2026-01-01 00:15,MTR-001,229.8,213.900,47.200,11.8000,24.2000,0.958,normal
2026-01-01 00:30,MTR-001,230.5,211.700,46.400,11.6000,35.8000,0.965,normal
2026-01-01 00:45,MTR-001,232.1,214.600,47.600,11.9000,47.7000,0.955,normal
2026-01-01 01:00,MTR-001,229.6,218.900,48.400,12.1000,59.8000,0.950,normal
2026-01-01 01:15,MTR-001,230.8,217.200,48.000,12.0000,71.8000,0.960,normal
2026-01-01 01:30,MTR-001,231.0,212.700,46.800,11.7000,83.5000,0.970,normal
2026-01-01 01:45,MTR-001,228.9,212.700,46.000,11.5000,95.0000,0.950,normal
2026-01-01 02:00,MTR-001,230.2,208.800,45.200,11.3000,106.3000,0.960,normal
2026-01-01 02:15,MTR-001,231.5,205.800,44.800,11.2000,117.5000,0.970,normal
2026-01-01 00:00,MTR-002,229.7,176.100,38.800,9.7000,9.7000,0.960,normal
2026-01-01 00:15,MTR-002,230.9,171.300,38.000,9.5000,19.2000,0.960,normal
2026-01-01 00:30,MTR-002,231.1,169.500,37.600,9.4000,28.6000,0.965,normal
2026-01-01 00:45,MTR-002,229.5,174.000,38.400,9.6000,38.2000,0.950,normal
2026-01-01 01:00,MTR-002,230.2,178.000,39.200,9.8000,48.0000,0.955,normal
2026-01-01 01:15,MTR-002,229.8,175.300,38.400,9.6000,57.6000,0.970,normal
2026-01-01 01:30,MTR-002,230.7,172.200,38.000,9.5000,67.1000,0.965,normal
2026-01-01 01:45,MTR-002,231.0,169.800,37.200,9.3000,76.4000,0.970,normal
2026-01-01 02:00,MTR-002,229.9,166.100,36.400,9.1000,85.5000,0.960,normal
2026-01-01 02:15,MTR-002,231.2,163.000,35.600,8.9000,94.4000,0.965,normal
2026-01-01 00:00,MTR-003,230.5,140.700,31.200,7.8000,7.8000,0.960,normal
2026-01-01 00:15,MTR-003,229.6,138.300,30.400,7.6000,15.4000,0.955,normal
2026-01-01 00:30,MTR-003,230.1,137.000,30.000,7.5000,22.9000,0.965,normal
2026-01-01 00:45,MTR-003,231.0,136.000,29.600,7.4000,30.3000,0.970,normal
2026-01-01 01:00,MTR-003,229.8,135.100,29.200,7.3000,37.6000,0.950,normal
2026-01-01 01:15,MTR-003,230.4,134.600,28.800,7.2000,44.8000,0.960,normal
2026-01-01 01:30,MTR-003,231.2,133.600,28.400,7.1000,51.9000,0.970,normal
2026-01-01 01:45,MTR-003,229.7,132.100,28.000,7.0000,58.9000,0.955,normal
2026-01-01 02:00,MTR-003,230.6,131.000,27.600,6.9000,65.8000,0.965,normal
2026-01-01 02:15,MTR-003,229.9,129.800,27.200,6.8000,72.6000,0.960,normal
2026-01-31 19:59:01,MTR-001,229.75,201.303,44.811,0.0249,117.5249,0.969,normal
2026-01-31 19:59:01,MTR-002,231.66,440.117,96.584,0.0537,94.4537,0.947,fault
2026-01-31 19:59:01,MTR-003,237.65,37.047,8.637,0.0048,72.6048,0.981,theft
2026-01-31 19:59:03,MTR-001,229.53,214.41,44.851,0.0249,117.5498,0.911,normal
2026-01-31 19:59:03,MTR-002,231.5,1035.258,236.595,0.1314,94.5851,0.987,fault
2026-01-31 19:59:03,MTR-003,227.01,14.665,3.155,0.0018,72.6066,0.948,theft
2026-01-31 19:59:05,MTR-001,232.21,193.548,44.944,0.025,117.5748,1.0,normal
2026-01-31 19:59:05,MTR-002,231.74,2085.737,477.414,0.2652,94.8503,0.988,fault
2026-01-31 19:59:05,MTR-003,235.02,7.681,1.77,0.001,72.6075,0.98,theft
2026-01-31 19:59:07,MTR-001,228.66,204.811,44.995,0.025,117.5998,0.961,normal
2026-01-31 19:59:07,MTR-002,230.33,6764.438,1508.185,0.8379,95.6882,0.968,fault
2026-01-31 19:59:07,MTR-003,230.32,4.167,0.893,0.0005,72.608,0.93,theft
2026-01-31 19:59:09,MTR-001,236.1,194.502,45.097,0.0251,117.6248,0.982,normal
2026-01-31 19:59:09,MTR-002,225.49,15590.839,3483.943,1.9355,97.6237,0.991,fault
2026-01-31 19:59:09,MTR-003,224.88,1.95,0.43,0.0002,72.6083,0.981,theft
2026-01-31 19:59:11,MTR-001,234.7,192.118,45.09,0.025,117.6499,1.0,normal
2026-01-31 19:59:11,MTR-002,229.96,42462.343,9471.961,5.2622,102.8859,0.97,fault
2026-01-31 19:59:11,MTR-003,232.8,0.374,0.083,0.0,72.6083,0.948,theft
2026-01-31 19:59:13,MTR-001,232.78,200.601,45.007,0.025,117.6749,0.964,normal
2026-01-31 19:59:13,MTR-002,228.83,86578.138,19052.948,10.585,113.4709,0.962,fault
2026-01-31 19:59:13,MTR-003,227.41,0.23,0.05,0.0,72.6083,0.957,theft
2026-01-31 19:59:15,MTR-001,230.77,208.931,45.236,0.0251,117.7,0.938,normal
2026-01-31 19:59:15,MTR-002,225.96,86082.769,19053.086,10.585,124.056,0.98,normal
2026-01-31 19:59:15,MTR-003,228.08,0.237,0.05,0.0,72.6084,0.925,theft
2026-01-31 19:59:17,MTR-001,225.47,208.409,45.329,0.0252,117.7252,0.965,normal
2026-01-31 19:59:17,MTR-002,231.99,88425.393,19053.06,10.585,134.641,0.929,normal
2026-01-31 19:59:17,MTR-003,232.84,0.223,0.05,0.0,72.6084,0.962,theft
2026-01-31 19:59:19,MTR-001,225.98,201.597,45.558,0.0253,117.7505,1.0,normal
2026-01-31 19:59:19,MTR-002,225.19,89796.595,19053.312,10.5852,145.2262,0.942,normal
2026-01-31 19:59:19,MTR-003,239.0,0.573,0.13,0.0001,72.6085,0.947,theft
2026-01-31 19:59:21,MTR-001,226.56,206.561,45.457,0.0253,117.7758,0.971,normal
2026-01-31 19:59:21,MTR-002,229.83,87582.37,19053.165,10.5851,155.8113,0.947,normal
2026-01-31 19:59:21,MTR-003,228.99,0.323,0.072,0.0,72.6085,0.973,theft
2026-01-31 19:59:23,MTR-001,228.17,213.382,45.317,0.0252,117.8009,0.931,normal
2026-01-31 19:59:23,MTR-002,229.66,86401.732,19052.985,10.585,166.3962,0.96,normal
2026-01-31 19:59:23,MTR-003,234.67,0.228,0.05,0.0,72.6085,0.935,theft
2026-01-31 19:59:25,MTR-001,223.11,96.831,20.796,0.0116,117.8125,0.963,theft
2026-01-31 19:59:25,MTR-002,227.11,89090.296,19053.024,10.585,176.9813,0.942,normal
2026-01-31 19:59:25,MTR-003,231.24,0.23,0.05,0.0,72.6086,0.941,theft
2026-01-31 19:59:27,MTR-001,225.95,47.098,10.286,0.0057,117.8182,0.967,theft
2026-01-31 19:59:27,MTR-002,228.47,88561.391,19053.209,10.5851,187.5664,0.942,normal
2026-01-31 19:59:27,MTR-003,230.21,0.221,0.05,0.0,72.6086,0.982,normal
2026-01-31 19:59:29,MTR-001,222.92,26.357,5.712,0.0032,117.8214,0.972,theft
2026-01-31 19:59:29,MTR-002,227.06,89435.997,19053.065,10.585,198.1514,0.938,normal
2026-01-31 19:59:29,MTR-003,235.91,0.751,0.168,0.0001,72.6087,0.95,normal
2026-01-31 19:59:31,MTR-001,225.6,11.69,2.582,0.0014,117.8228,0.979,theft
2026-01-31 19:59:31,MTR-002,227.55,88652.57,19053.099,10.5851,208.7365,0.944,normal
2026-01-31 19:59:31,MTR-003,229.35,0.489,0.106,0.0001,72.6087,0.945,normal
2026-01-31 19:59:33,MTR-001,231.8,5.629,1.254,0.0007,117.8235,0.961,theft
2026-01-31 19:59:33,MTR-002,234.66,81780.858,19053.045,10.585,219.3215,0.993,normal
2026-01-31 19:59:33,MTR-003,222.74,0.597,0.126,0.0001,72.6088,0.944,normal
2026-01-31 19:59:35,MTR-001,224.13,3.083,0.671,0.0004,117.8239,0.971,theft
2026-01-31 19:59:35,MTR-002,231.46,85651.881,19053.042,10.585,229.9065,0.961,normal
2026-01-31 19:59:35,MTR-003,232.77,0.992,0.217,0.0001,72.6089,0.939,normal
2026-01-31 19:59:37,MTR-001,237.73,2.451,0.553,0.0003,117.8242,0.948,theft
2026-01-31 19:59:37,MTR-002,231.46,83794.944,19053.053,10.585,240.4915,0.982,normal
2026-01-31 19:59:37,MTR-003,229.63,0.889,0.194,0.0001,72.609,0.951,normal
2026-01-31 19:59:39,MTR-001,230.32,1.255,0.281,0.0002,117.8243,0.971,theft
2026-01-31 19:59:39,MTR-002,230.79,84689.122,19053.053,10.585,251.0766,0.975,normal
2026-01-31 19:59:39,MTR-003,233.51,0.609,0.134,0.0001,72.6091,0.941,normal
2026-01-31 19:59:41,MTR-001,223.16,0.226,0.05,0.0,117.8244,0.991,normal
2026-01-31 19:59:41,MTR-002,236.29,83851.387,19053.062,10.585,261.6616,0.962,normal
2026-01-31 19:59:41,MTR-003,225.88,0.621,0.132,0.0001,72.6092,0.94,normal
2026-02-01 10:55:56,MTR-001,TX-001,229.24,0.45,0.096,0.0001,117.8246
2026-02-01 10:55:56,MTR-002,TX-001,235.06,86782.431,19052.928,10.585,272.2464
2026-02-01 10:55:56,MTR-003,TX-001,235.34,0.777,0.178,0.0001,72.6092
2026-02-01 10:55:58,MTR-001,TX-001,233.95,1.444,0.313,0.0002,117.8247
2026-02-01 10:55:58,MTR-002,TX-001,229.86,87142.955,19053.107,10.5851,282.8314
2026-02-01 10:55:58,MTR-003,TX-001,229.77,1.166,0.254,0.0001,72.6093
2026-02-01 10:56:00,MTR-001,TX-001,233.05,2.161,0.493,0.0003,117.825
2026-02-01 10:56:00,MTR-002,TX-001,231.78,85607.484,19053.06,10.585,293.4165
2026-02-01 10:56:00,MTR-003,TX-001,232.12,1.658,0.377,0.0002,72.6095
2026-02-01 10:56:02,MTR-001,TX-001,229.59,1.889,0.415,0.0002,117.8252
2026-02-01 10:56:02,MTR-002,TX-001,231.31,86303.825,19053.196,10.5851,304.0016
2026-02-01 10:56:02,MTR-003,TX-001,221.45,1.774,0.371,0.0002,72.6098
2026-02-01 10:56:04,MTR-001,TX-001,231.23,0.659,0.146,0.0001,117.8253
2026-02-01 10:56:04,MTR-002,TX-001,226.6,85081.525,19053.377,10.5852,314.5868
2026-02-01 10:56:04,MTR-003,TX-001,226.46,1.718,0.38,0.0002,72.61
2026-02-01 10:56:06,MTR-001,TX-001,232.35,0.366,0.078,0.0,117.8254
2026-02-01 10:56:06,MTR-002,TX-001,223.58,89234.13,19053.389,10.5852,325.172
2026-02-01 10:56:06,MTR-003,TX-001,231.49,0.976,0.217,0.0001,72.6101
2026-02-01 10:56:08,MTR-001,TX-001,228.3,0.227,0.05,0.0,117.8254
2026-02-01 10:56:08,MTR-002,TX-001,229.87,86134.718,19053.309,10.5852,335.7572
2026-02-01 10:56:08,MTR-003,TX-001,231.37,1.907,0.425,0.0002,72.6103
2026-02-01 10:56:10,MTR-001,TX-001,231.26,0.23,0.05,0.0,117.8254
2026-02-01 10:56:10,MTR-002,TX-001,230.83,86736.029,19053.562,10.5853,346.3425
2026-02-01 10:56:10,MTR-003,TX-001,230.47,2.404,0.533,0.0003,72.6106
2026-02-01 10:56:12,MTR-001,TX-001,232.12,0.225,0.05,0.0,117.8254
2026-02-01 10:56:12,MTR-002,TX-001,231.2,84486.96,19053.345,10.5852,356.9277
2026-02-01 10:56:12,MTR-003,TX-001,230.85,2.497,0.552,0.0003,72.6109
2026-02-01 10:56:14,MTR-001,TX-001,224.59,1.095,0.241,0.0001,117.8256
2026-02-01 10:56:14,MTR-002,TX-001,228.83,84975.676,19053.376,10.5852,367.5129
2026-02-01 10:56:14,MTR-003,TX-001,226.62,2.726,0.585,0.0003,72.6113
2026-02-01 10:56:16,MTR-001,TX-001,232.58,1.238,0.267,0.0001,117.8257
2026-02-01 10:56:16,MTR-002,TX-001,230.15,85099.95,19053.455,10.5853,378.0981
2026-02-01 10:56:16,MTR-003,TX-001,232.4,2.29,0.508,0.0003,72.6115
2026-02-01 10:56:18,MTR-001,TX-001,224.04,0.242,0.052,0.0,117.8258
2026-02-01 10:56:18,MTR-002,TX-001,232.87,86050.247,19053.448,10.5852,388.6834
2026-02-01 10:56:18,MTR-003,TX-001,230.14,2.175,0.482,0.0003,72.6118
2026-02-01 10:56:20,MTR-001,TX-001,231.19,0.218,0.05,0.0,117.8258
2026-02-01 10:56:20,MTR-002,TX-001,226.44,87655.053,19053.57,10.5853,399.2687
2026-02-01 10:56:20,MTR-003,TX-001,230.69,2.772,0.615,0.0003,72.6121
2026-02-01 10:56:22,MTR-001,TX-001,232.52,0.449,0.099,0.0001,117.8258
2026-02-01 10:56:22,MTR-002,TX-001,232.65,87295.142,19053.645,10.5854,409.854
2026-02-01 10:56:22,MTR-003,TX-001,227.94,1.964,0.422,0.0002,72.6124
2026-02-01 10:56:24,MTR-001,TX-001,227.99,0.83,0.179,0.0001,117.8259
2026-02-01 10:56:24,MTR-002,TX-001,236.69,23892.133,5535.32,3.0752,412.9292
2026-02-01 10:56:24,MTR-003,TX-001,234.81,1.462,0.332,0.0002,72.6126
2026-02-01 10:56:26,MTR-001,TX-001,230.06,1.227,0.268,0.0001,117.8261
2026-02-01 10:56:26,MTR-002,TX-001,233.37,7987.297,1716.029,0.9533,413.8826
2026-02-01 10:56:26,MTR-003,TX-001,229.64,1.568,0.34,0.0002,72.6128
2026-02-01 11:05:35,MTR-001,TX-001,235.68,5.711,1.252,0.0007,120.6722
2026-02-01 11:05:35,MTR-002,TX-001,230.59,16455.904,3639.936,2.0222,274261.7996
2026-02-01 11:05:35,MTR-003,TX-001,232.79,8.162,1.777,0.001,79.1811
2026-02-01 11:05:37,MTR-001,TX-001,230.45,5.557,1.228,0.0007,120.6729
2026-02-01 11:05:37,MTR-002,TX-001,225.98,4387.749,947.509,0.5264,274262.326
2026-02-01 11:05:37,MTR-003,TX-001,232.1,8.107,1.784,0.001,79.1821
2026-02-01 11:05:39,MTR-001,TX-001,230.61,6.376,1.393,0.0008,120.6737
2026-02-01 11:05:39,MTR-002,TX-001,229.26,1909.921,419.382,0.233,274262.559
2026-02-01 11:05:39,MTR-003,TX-001,233.63,8.484,1.838,0.001,79.1831
2026-02-01 11:05:41,MTR-001,TX-001,225.45,7.313,1.531,0.0009,120.6745
2026-02-01 11:05:41,MTR-002,TX-001,227.84,755.931,162.056,0.09,274262.649
2026-02-01 11:05:41,MTR-003,TX-001,231.21,8.335,1.888,0.001,79.1841
2026-02-01 11:05:43,MTR-001,TX-001,224.38,6.525,1.436,0.0008,120.6753
2026-02-01 11:05:43,MTR-002,TX-001,231.94,347.095,77.064,0.0428,274262.6918
2026-02-01 11:05:43,MTR-003,TX-001,226.49,9.722,2.101,0.0012,79.1853
2026-02-01 11:05:45,MTR-001,TX-001,228.66,6.912,1.554,0.0009,120.6762
2026-02-01 11:05:45,MTR-002,TX-001,238.37,153.707,34.262,0.019,274262.7108
2026-02-01 11:05:45,MTR-003,TX-001,232.71,8.595,1.918,0.0011,79.1864
2026-02-01 11:05:47,MTR-001,TX-001,234.61,7.01,1.541,0.0009,120.677
2026-02-01 11:05:47,MTR-002,TX-001,231.98,82.153,18.757,0.0104,274262.7213
2026-02-01 11:05:47,MTR-003,TX-001,229.14,8.587,1.754,0.001,79.1874
2026-02-01 11:05:49,MTR-001,TX-001,233.58,7.774,1.757,0.001,120.678
2026-02-01 11:05:49,MTR-002,TX-001,230.23,85.828,18.746,0.0104,274262.7317
2026-02-01 11:05:49,MTR-003,TX-001,229.04,7.23,1.578,0.0009,79.1882
2026-02-01 11:05:51,MTR-001,TX-001,223.8,8.976,1.916,0.0011,120.6791
2026-02-01 11:05:51,MTR-002,TX-001,233.6,83.696,18.838,0.0105,274262.7422
2026-02-01 11:05:51,MTR-003,TX-001,233.45,8.461,1.855,0.001,79.1893
2026-02-01 11:05:53,MTR-001,TX-001,224.06,8.728,1.88,0.001,120.6801
2026-02-01 11:05:53,MTR-002,TX-001,236.35,82.558,18.757,0.0104,274262.7526
2026-02-01 11:05:53,MTR-003,TX-001,232.34,7.95,1.834,0.001,79.1903
2026-02-01 11:05:55,MTR-001,TX-001,235.8,9.122,2.09,0.0012,120.6813
2026-02-01 11:05:55,MTR-002,TX-001,224.37,86.809,18.739,0.0104,274262.763
2026-02-01 11:05:55,MTR-003,TX-001,230.57,7.587,1.691,0.0009,79.1912
2026-02-01 11:05:57,MTR-001,TX-001,230.76,9.255,2.089,0.0012,120.6824
2026-02-01 11:05:57,MTR-002,TX-001,228.55,87.06,18.738,0.0104,274262.7734
2026-02-01 11:05:57,MTR-003,TX-001,229.34,8.297,1.878,0.001,79.1923
2026-02-01 11:05:59,MTR-001,TX-001,230.84,2.417,0.539,0.0003,120.6827
2026-02-01 11:05:59,MTR-002,TX-001,234.0,81.927,18.993,0.0106,274262.7839
2026-02-01 11:05:59,MTR-003,TX-001,234.34,8.289,1.81,0.001,79.1933
2026-02-01 11:06:01,MTR-001,TX-001,237.13,1.131,0.254,0.0001,120.6829
2026-02-01 11:06:01,MTR-002,TX-001,230.37,87.744,19.41,0.0108,274262.7947
2026-02-01 11:06:01,MTR-003,TX-001,228.37,8.532,1.878,0.001,79.1943
2026-02-01 11:06:03,MTR-001,TX-001,232.58,0.332,0.074,0.0,120.6829
2026-02-01 11:06:03,MTR-002,TX-001,231.72,85.168,19.422,0.0108,274262.8055
2026-02-01 11:06:03,MTR-003,TX-001,230.93,7.928,1.814,0.001,79.1953
2026-02-01 11:06:05,MTR-001,TX-001,229.18,0.425,0.089,0.0,120.683
2026-02-01 11:06:05,MTR-002,TX-001,228.95,85.138,19.099,0.0106,274262.8161
2026-02-01 11:06:05,MTR-003,TX-001,231.4,10.097,2.194,0.0012,79.1965
2026-02-01 11:06:07,MTR-001,TX-001,232.11,0.229,0.05,0.0,120.683
2026-02-01 11:06:07,MTR-002,TX-001,226.95,90.871,19.244,0.0107,274262.8268
2026-02-01 11:06:07,MTR-003,TX-001,223.52,9.571,2.047,0.0011,79.1977
2026-02-01 11:06:09,MTR-001,TX-001,232.08,0.339,0.072,0.0,120.683
2026-02-01 11:06:09,MTR-002,TX-001,222.91,89.53,19.182,0.0107,274262.8375
2026-02-01 11:06:09,MTR-003,TX-001,235.98,9.02,2.003,0.0011,79.1988
2026-02-01 11:06:11,MTR-001,TX-001,229.37,1.13,0.248,0.0001,120.6832
2026-02-01 11:06:11,MTR-002,TX-001,230.26,83.513,18.865,0.0105,274262.848
2026-02-01 11:06:11,MTR-003,TX-001,229.45,8.785,1.935,0.0011,79.1999
2026-02-01 11:06:13,MTR-001,TX-001,226.36,2.055,0.449,0.0002,120.6834
2026-02-01 11:06:13,MTR-002,TX-001,233.15,84.848,18.76,0.0104,274262.8584
2026-02-01 11:06:13,MTR-003,TX-001,234.07,9.286,2.028,0.0011,79.201
2026-02-01 11:06:15,MTR-001,TX-001,232.32,2.863,0.63,0.0003,120.6838
2026-02-01 11:06:15,MTR-002,TX-001,224.82,87.226,18.787,0.0104,274262.8688
2026-02-01 11:06:15,MTR-003,TX-001,232.27,9.485,2.1,0.0012,79.2022
2026-02-01 11:06:17,MTR-001,TX-001,233.3,3.335,0.74,0.0004,120.6842
2026-02-01 11:06:17,MTR-002,TX-001,222.53,89.928,18.92,0.0105,274262.8793
2026-02-01 11:06:17,MTR-003,TX-001,225.46,9.193,1.944,0.0011,79.2032
2026-02-01 11:06:19,MTR-001,TX-001,237.74,2.99,0.658,0.0004,120.6845
2026-02-01 11:06:19,MTR-002,TX-001,230.0,86.222,19.011,0.0106,274262.8899
2026-02-01 11:06:19,MTR-003,TX-001,227.06,9.262,2.018,0.0011,79.2044
2026-02-01 11:06:21,MTR-001,TX-001,226.06,5.234,1.105,0.0006,120.6852
